ReviewID;CustomerID;ProductID;Rating;ReviewDate;ReviewText;SentimentScore;SentimentCategory;SentimentBucket
1179;84;7;3;31/07/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1180;64;18;5;19/06/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1181;28;8;3;25/02/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1182;70;15;4;21/08/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1183;91;4;3;06/02/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1184;5;18;5;25/12/2023;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
1185;5;12;5;01/10/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1186;80;11;4;15/10/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1187;66;9;4;11/06/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1188;17;2;5;05/04/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1189;32;20;3;28/12/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1190;16;4;1;19/08/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
1191;60;19;5;27/08/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1192;80;19;3;21/05/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1193;7;2;5;13/06/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1194;11;13;3;01/03/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1195;89;2;5;19/11/2023;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
1196;57;16;5;07/06/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1197;70;15;1;30/10/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
1198;92;1;4;25/06/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1199;71;7;4;16/09/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1200;89;17;4;04/04/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1201;14;11;4;04/08/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1202;28;17;3;28/04/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1203;2;19;4;20/07/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1204;19;18;4;06/11/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1205;73;17;5;04/12/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1206;50;12;4;06/07/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1207;90;18;5;27/06/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
1208;16;15;5;11/07/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1209;53;10;5;03/04/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1210;67;8;4;24/10/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
1211;30;18;5;04/10/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1212;82;19;2;11/10/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
1213;14;9;5;23/12/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1214;100;10;4;27/08/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1215;68;7;2;28/03/2025;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
1216;53;11;5;14/04/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
1217;81;18;5;14/01/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1218;8;9;5;09/11/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1219;49;7;5;28/05/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1220;25;8;2;26/01/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
1221;42;17;4;31/08/2023;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
1222;57;6;3;23/05/2025;I love this product, will buy again!;0.6696;Mixed Positive;0.5 to 1.0
1223;18;16;3;12/11/2025;Great purchase, very satisfied.;0.8016;Mixed Positive;0.5 to 1.0
1224;82;14;5;30/11/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1225;93;8;2;08/08/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
1226;75;5;5;17/08/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1227;30;14;5;20/01/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1228;57;1;4;30/11/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1229;31;17;4;01/06/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1230;55;18;5;27/04/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
1231;81;7;2;02/09/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
1232;7;17;5;18/09/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1233;73;5;3;13/03/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
1234;37;8;3;21/02/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1235;87;1;5;24/05/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1236;60;3;4;07/02/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1237;94;17;1;20/10/2024;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
1238;15;9;4;13/06/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1239;49;15;5;07/02/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1240;66;5;3;28/02/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1241;62;17;3;11/03/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1242;22;19;4;08/02/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1243;92;10;5;08/11/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1244;8;7;5;20/01/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1245;60;5;3;19/12/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1246;53;1;4;04/08/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1247;79;6;2;08/08/2024;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
1248;72;2;4;19/12/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1249;72;5;3;23/01/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1250;11;10;1;23/10/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
1251;20;2;3;10/06/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1252;87;8;5;10/12/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
1253;68;3;3;30/06/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1254;45;4;5;16/02/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1255;42;8;5;15/12/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1256;80;4;2;12/08/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
1257;93;10;4;05/02/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1258;80;1;5;13/11/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
1259;66;15;3;13/06/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1260;47;6;5;02/09/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
1261;12;18;4;08/08/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1262;46;17;2;26/08/2024;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
1263;48;9;3;20/09/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1264;72;7;5;07/05/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1265;81;20;4;29/04/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1266;65;14;4;01/07/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1267;85;4;5;11/07/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1268;60;6;3;06/10/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1269;39;13;4;09/02/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1270;72;16;4;11/07/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1271;64;10;4;28/04/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1272;82;14;4;24/12/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
1273;74;10;4;19/02/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1274;24;1;1;14/08/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
1275;52;2;5;06/06/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1276;52;10;2;05/11/2024;Good quality, but could be cheaper.;0.2382;Mixed Negative;0.0 to 0.49
1277;20;11;4;28/09/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1278;25;17;5;22/06/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1279;54;8;3;13/09/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1280;88;19;3;18/01/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1281;58;12;5;24/09/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1282;7;19;2;24/04/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
1283;67;2;3;24/09/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
1284;2;12;1;04/10/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
1285;81;12;4;15/07/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
1286;89;19;5;12/03/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1287;69;17;2;04/10/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
1288;77;8;5;09/06/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1289;52;7;3;30/09/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1290;30;6;3;01/04/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
1291;90;2;4;20/05/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1292;16;5;5;15/03/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1293;23;2;5;07/11/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
1294;86;11;4;11/06/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1295;61;8;5;16/09/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
1296;60;9;4;26/10/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
1297;87;5;3;14/08/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1298;82;1;4;13/08/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1299;44;18;4;02/07/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1300;6;11;4;14/04/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1301;79;13;4;28/05/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1302;20;11;3;29/11/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1303;99;3;4;22/03/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1304;77;15;3;09/05/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1305;24;4;1;26/01/2025;The product arrived late.;0.0;Negative;0.0 to 0.49
1306;89;1;4;03/09/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1307;36;13;3;16/05/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1308;46;5;4;03/02/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1309;53;8;4;12/10/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1310;96;17;3;19/11/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
1311;71;13;5;29/01/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1312;11;18;4;16/05/2023;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
1313;2;2;5;30/06/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
1314;63;2;5;17/03/2025;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
1315;85;14;4;28/05/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1316;40;20;2;24/05/2025;The product is okay, but the instructions were unclear.;-0.2617;Negative;-0.49 to 0.0
1317;24;8;1;08/11/2025;The product arrived late.;0.0;Negative;0.0 to 0.49
1318;28;1;3;13/02/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1319;84;6;1;20/07/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
1320;74;10;1;26/11/2024;I had a bad experience with this product.;-0.5423;Negative;-1.0 to -0.5
1321;32;3;2;25/02/2025;The product arrived late.;0.0;Negative;0.0 to 0.49
1322;70;16;1;15/04/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
1323;61;17;1;27/10/2025;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
1324;36;10;4;27/12/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1325;66;12;3;07/08/2024;I love this product, will buy again!;0.6696;Mixed Positive;0.5 to 1.0
1326;69;4;5;09/06/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1327;37;9;2;20/05/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
1328;97;11;4;23/12/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1329;45;19;2;03/01/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
1330;24;12;2;31/05/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
1331;88;5;4;02/06/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1332;72;4;5;15/06/2024;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
1333;6;3;3;06/12/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
1334;39;11;4;03/04/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1335;43;15;4;06/03/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1336;95;9;1;27/11/2023;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
1337;89;4;3;09/10/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
1338;44;13;2;01/02/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
1339;76;19;5;01/11/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1340;62;7;3;10/07/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1341;64;7;2;21/06/2023;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
1342;91;1;5;03/06/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1343;39;4;5;10/04/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
1344;31;20;5;16/05/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1345;55;18;5;14/10/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1346;47;6;2;14/10/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
1347;21;11;4;16/07/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
1348;45;19;5;14/02/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1349;22;10;4;11/04/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
1350;69;9;3;01/02/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
1351;30;20;1;23/07/2023;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
1352;50;14;5;25/06/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1353;34;5;5;30/06/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1354;53;8;5;08/05/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1355;9;20;5;29/05/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1356;14;15;4;18/04/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
1357;23;17;1;03/01/2024;Terrible customer service, would not buy again.;-0.4767;Negative;-0.49 to 0.0
1358;90;10;3;16/01/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1359;28;4;3;25/05/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
1360;58;12;2;13/11/2023;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
1361;96;15;5;07/03/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1362;99;2;1;03/12/2025;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
1363;16;4;2;16/07/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
